tempo,ID,Chills?,Goosebumps,Chills intensity,#Chills,Stimulus,Duration (in seconds),Arousal pre,Valence Pre,Mood Pre,Arousal Post,Valence Post,Mood post,Liking,Prior Exposure,Reminiscence,spectrogram_pca,mfcc_pca,chroma_pca
0,1684,No,No,0,1,3rd Grade Drop Out (Audio),2268,0,9,5,1,10,4,8,2,No,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1721,Yes,Yes,98,4,3rd Grade Drop Out (Audio),6984,0,8,4,0,10,5,10,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1764,Yes,Yes,81,2,3rd Grade Drop Out (Audio),1211,10,6,5,10,8,5,9,1,No,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1781,No,No,0,1,3rd Grade Drop Out (Audio),2435,0,10,5,0,10,5,10,1,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1807,Yes,No,66,4,3rd Grade Drop Out (Audio),1164,10,6,5,10,10,2,9,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1882,Yes,Yes,100,4,3rd Grade Drop Out (Audio),1143,10,10,5,10,10,5,10,1,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1906,Yes,Yes,93,2,3rd Grade Drop Out (Audio),1695,8,9,5,10,10,5,10,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,1978,Yes,Yes,86,4,3rd Grade Drop Out (Audio),9291,10,10,5,10,10,5,9,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2010,Yes,Yes,98,4,3rd Grade Drop Out (Audio),1673,10,10,5,10,10,5,10,2,No,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2018,Yes,No,17,2,3rd Grade Drop Out (Audio),1617,3,9,5,1,10,5,7,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2053,No,No,0,1,3rd Grade Drop Out (Audio),3653,6,4,4,8,5,5,9,2,No,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2079,Yes,Yes,95,4,3rd Grade Drop Out (Audio),2433,1,8,4,2,9,5,9,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2097,Yes,Yes,70,4,3rd Grade Drop Out (Audio),2023,0,10,5,0,10,5,10,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2118,Yes,Yes,39,4,3rd Grade Drop Out (Audio),1073,5,7,3,6,9,4,8,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2151,No,Yes,0,2,3rd Grade Drop Out (Audio),1549,9,9,1,2,3,4,5,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2168,No,No,0,1,3rd Grade Drop Out (Audio),6241,1,6,5,0,10,5,10,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2190,No,No,0,1,3rd Grade Drop Out (Audio),1253,6,5,2,4,5,3,4,2,No,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2216,Yes,Yes,38,1,3rd Grade Drop Out (Audio),1874,0,0,5,0,0,5,5,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2221,Yes,Yes,45,1,3rd Grade Drop Out (Audio),2834,5,4,5,10,6,5,8,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2275,Yes,Yes,72,4,3rd Grade Drop Out (Audio),2669,2,8,4,2,8,4,9,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2300,Yes,Yes,67,4,3rd Grade Drop Out (Audio),1902,2,8,5,6,10,5,9,2,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,2321,Yes,Yes,79,4,3rd Grade Drop Out (Audio),1982,3,5,5,0,2,5,8,1,Yes,"[-12.572580833937584, -5.458195916926036, -0.7733610475413527, -3.9519973733354417, 1.9539813686545033, -4.677540999004416, 0.62744400570424, -1.0216348948730847, -0.8926081488159489, -3.875812603568299, -2.9643449146596654, -2.605250461191036, -5.25230431854023, -2.8654271593350114, -6.073856628970861, -8.311246533510445, -5.288599096668434, 1.713320066204808, 0.6496646925540391, 4.25418806964605e-14]","[19.24177288751454, 4.91901431713081, -10.769167443237158, 11.253963318806294, 9.339731506745364, -9.257479746905062, 1.7555450160915005, 1.188780979912139, 0.8315370427417227, -3.711995753389522]","[-10.675141432163684, 0.4375601019405215, -0.5849343411825195, -1.2322555923485996, -1.2495788592989707]"
0,35,Yes,Yes,70,2,Unbroken (Audio),1036,3,4,3,8,10,4,10,2,Yes,"[-13.066385237388626, -5.242447140035087, -1.9795265715373245, -3.3949329519336295, 2.0667824238646806, -3.7262806096873997, -1.535547999367112, -0.5573502979095987, -1.1856814584392341, -5.065747662969641, -1.6885752516758294, -3.7215698193773106, -3.2629353425419816, -7.159997663604341, 12.03213962392345, 1.6479742861585884, 0.18724515084916982, 0.6781710137766079, 0.06666260770718388, 4.254188069646069e-14]","[7.673100768277512, 8.20970725992378, 1.9756854600648706, 7.49266199549136, 8.941403092896861, 13.79676304423191, 1.0439197600279808, 1.9868107656176788, -3.5231772602686005, 2.091275981845973]","[-11.551477380428349, 0.47554848544523454, -0.4202970732362918, -0.6260072166029513, 0.04193530179181917]"
